"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
450,"Clinical and Urodynamic Effects of Minimally Laser (IncontiLaseTM) Procedure for Female Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Procedure: the IncontiLaseTM procedure","Department of Obstetrics & Gynecology, National Taiwan University Hospital, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT02130375"
451,"Changes in ALPP in Women With SUI Following Air Instillation","Completed","No Results Available","Stress Urinary Incontinence","Other: SUI 1","Meir Medical Center, Kfar Saba, Israel","https://ClinicalTrials.gov/show/NCT02113670"
452,"Transobturator Subtrigonal Tape vs Transobturator Suburethral Tape for Stress Urinary Incontinence","Unknown status","No Results Available","Stress Urinary Incontinence","Procedure: transobturator subtrigonal tape S-TOT|Procedure: Transobturator suburethral tape (TOT)","IMSS Commission on Ethics in Research, Block B Bldg., Unidad de Congresos 4th Floor, Centro Médico Nacional Siglo XXI, Av. Cuauhtémoc 330, Colonia Doctores, Mexico City, Distrito Federal, Mexico","https://ClinicalTrials.gov/show/NCT02112591"
453,"Safety and Efficacy Study of Regen Sling to Treatment SUI","Unknown status","No Results Available","Stress Urinary Incontinence","Device: Regen sling|Device: tension-free vaginal tape-obturator(TVT-O)","China, Shenzhen, Guangdong, China","https://ClinicalTrials.gov/show/NCT02106299"
454,"Precise Transvaginal Tape Placement Trial","Completed","No Results Available","Stress Urinary Incontinence|Urinary Incontinence","Other: Foley Catheter","Loyola University Health System, Maywood, Illinois, United States","https://ClinicalTrials.gov/show/NCT02101489"
455,"OnabotulinumtoxinA for the Treatment of Urinary Incontinence Due to Overactive Bladder in Pediatric Patients (12 to 17)","Terminated","No Results Available","Urinary Incontinence|Urinary Bladder|Overactive","Biological: OnabotulinumtoxinA","Alaska Urological Institute /ID# 238189, Anchorage, Alaska, United States|Arkansas Children's Hospital /ID# 237787, Little Rock, Arkansas, United States|Children's Hospital Colorado /ID# 237621, Aurora, Colorado, United States|Yale New Haven Hospital - Yale School of Medicine /ID# 238222, New Haven, Connecticut, United States|Orlando Health-Arnold Palmer Hospital for Children Pediatric Urology /ID# 235283, Orlando, Florida, United States|Associated Urologist of North Carolina /ID# 235437, Raleigh, North Carolina, United States|Cook Children's Med. Center /ID# 237539, Fort Worth, Texas, United States|Children's Hospital Wisconsin - Milwaukee Campus /ID# 237544, Milwaukee, Wisconsin, United States|Sydney Children's Hospital /ID# 237191, Randwick, New South Wales, Australia|The Children's Hospital at Westmead /ID# 234337, Sydney, New South Wales, Australia|Monash Children's Hospital /ID# 234388, Clayton, Victoria, Australia|Universitair Ziekenhuis Antwerpen /ID# 237997, Edegem, Antwerpen, Belgium|UZ Gent /ID# 237588, Gent, Oost-Vlaanderen, Belgium|Universitair Ziekenhuis Leuven /ID# 237218, Leuven, Vlaams-Brabant, Belgium|Alberta Children's Hospital /ID# 237510, Calgary, Alberta, Canada|London Health Sciences Center /ID# 234304, London, Ontario, Canada|CHUS - Hopital Fleurimont /ID# 237668, Sherbrooke, Quebec, Canada|Fakultni nemocnice Olomouc /ID# 237577, Olomouc, Czechia|Duplicate_CHU Bordeaux-Hopital Pellegrin /ID# 237392, Bordeaux, France|Hôpital de la Mère et de l'Enfant /ID# 235227, Limoges, France|Hôpitaux Pédiatriques de Nice CHU-LENVAL /ID# 235278, Nice, France|Evangelisches Krankenhaus Bielefeld /ID# 235234, Bielefeld, Germany|Urologische Gemeinschaftspraxis /ID# 234978, Emmendingen, Germany|Universitaetsklinikum Schleswig-Holstein Campus Luebeck /ID# 234288, Luebeck, Germany|AOU Universita degli Studi della Campania Luigi Vanvitelli /ID# 237308, Napoli, Italy|Radboud Universitair Medisch Centrum /ID# 237043, Nijmegen, Gelderland, Netherlands|Maastricht Universitair Medisch Centrum /ID# 237678, Maastricht, Netherlands|Oslo University Hospital /ID# 234434, Oslo, Norway|Uniwersytecki Szpital Kliniczny im. Jana Mikulicza-Radeckiego we Wrocławiu /ID# 238166, Wroclaw, Dolnoslaskie, Poland|Specjalistyczny Gabinet Lekarski /ID# 235257, Poznan, Poland|Medical Concierge Centrum Medyczne /ID# 235200, Warszawa, Poland|St Georges Hospital /ID# 235316, Port Elizabeth, South Africa|Manchester University NHS Foundation Trust /ID# 234380, Manchester, Lancashire, United Kingdom|Norfolk and Norwich University Hospitals NHS Foundation Trust /ID# 234819, Norwich, Norfolk, United Kingdom|NHS Greater Glasgow and Clyde /ID# 237430, Glasgow, Scotland, United Kingdom|NHS Grampian /ID# 237379, Aberdeen, United Kingdom|Alder Hey Children's NHS Foundation Trust /ID# 237279, Liverpool, United Kingdom|Royal Berkshire NHS Foundation Trust /ID# 236915, Reading, United Kingdom|Sheffield Children's NHS Foundation Trust /ID# 237854, Sheffield, United Kingdom","https://ClinicalTrials.gov/show/NCT02097121"
456,"Transurethral Myoblast Injection for Urinary Incontinence in Children With Bladder Exstrophy","Unknown status","No Results Available","Urinary Incontinence","Procedure: Myoblast Transplantation|Biological: Neonatal Cystourethroscope Injection","Pediatric Surgery Outpatients Clinics - Al Hussien Hospital, Nasr City, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT02075216"
457,"An RCT to Compare Early Continence Recovery After RARP With or Without Sustainable Functional Urethral Reconstruction","Completed","No Results Available","Prostate Cancer|Urinary Incontinence","Procedure: SFUR-RARP|Procedure: Standard RARP","Changhai Hospital, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04037800"
458,"Investigation of The Effect of Pelvic Floor Exercise Programme in Elderly.","Completed","No Results Available","Pelvic Floor Muscle Weakness|Urinary Incontinence in Old Age|Sexual Dysfunction|Quality of Life","Other: Exercise","Akdeniz University, Antalya, Turkey","https://ClinicalTrials.gov/show/NCT04036604"
459,"The European Study of Altis Single Incision Sling System for Female Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Altis Single Incision Sling System","Hôpital Femme Mère Enfant, Bron, France|Hôpital de la Conception, Marseille, France|Centre Hospitalier Universitaire Carémeau - Gyneacology, Nîmes, France|Centre Hospitalier Universitaire Carémeau, Nîmes, France|Centre Hospitalier Universitaire de Rouen - Hôpital Charles Nicolle, Rouen, France|Nouvel Hôpital Civil, Strasbourg, France|Isarklinikum, München, Germany|Chirurgische Klinik München - Bogenhausen GmbH, München, Germany|Ospedale Garibaldi-Nesima, Catania, Italy|Isala Klinieken Locatie Sophia, Zwolle, Netherlands|Hospital Universitario La Ribera, Alcira, Valencia, Spain|Hospital de Sagunto, Sagunto, Valencia, Spain|Fundacion Jimenez Diaz, Madrid, Spain","https://ClinicalTrials.gov/show/NCT02049840"
460,"Group Versus Individual Physiotherapy for Urinary Incontinence in Aging Women","Active, not recruiting","No Results Available","Urinary Incontinence|Urinary Stress Incontinence","Behavioral: Group physiotherapy|Behavioral: Individual one-on-one physiotherapy","Laboratoire incontinence et vieillissement CRIUGM, Montréal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT02039830"
461,"Mind Over Matter: Electronic Bladder and Bowel Continence Self-management Program","Completed","No Results Available","Incontinence, Urinary|Incontinence Bowel","Other: eMOM","University of Wisconsin-Madison School of Medicine and Public Health, Madison, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT03976414"
462,"Proteomic Pattern in Female Stress Urinary Incontinence: a Pilot Study","Unknown status","No Results Available","Female Stress Urinary Incontinence","Other: collection of urine and blood sample","Medical University of Vienna, Department of Obstetrics and Gynaecology, Vienna, Austria","https://ClinicalTrials.gov/show/NCT02023502"
463,"Evaluation of Safety and Efficacy of Botulinum Toxin Type A (BOTOX®) to Treat Urinary Incontinence Due to Neurogenic Detrusor Overactivity or Overactive Bladder in Korea","Completed","No Results Available","Urinary Incontinence|Urinary Bladder, Overactive","Biological: botulinum toxin Type A","Asan Medical Center, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT02010788"
464,"Vitamin D Supplementation in Older Adults With Urinary Incontinence","Completed","No Results Available","Urinary Incontinence|Vitamin D Deficiency","Dietary Supplement: Vitamin D3 50,000 IU|Other: Placebo","UAB Continence Clinic at The Kirklin Clinic, Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT01971801"
465,"Effect of Pelvic Floor and Hip Muscle Strengthening in the Treatment of Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Other: Strengthening of pelvic floor muscles.|Other: Strengthening of hip muscles.","University of Sao Paulo General Hospital, Sao Paulo, Brazil","https://ClinicalTrials.gov/show/NCT01948713"
466,"OnabotulinumtoxinA (BOTOX®) Treatment for Urinary Incontinence in Patients With Overactive Bladder","Completed","Has Results","Overactive Bladder","Biological: onabotulinumtoxinA|Drug: Normal saline","Urologic Clinics of North Alabama, Huntsville, Alabama, United States|Alaska Urological Institute dba Alaska Clinical Research Center, Anchorage, Alaska, United States|South Orange County Medical Research Center, Laguna Hills, California, United States|University of Southern California, Los Angeles, California, United States|Genesis Research LLC, San Diego, California, United States|U. Colorado, School of Med., Aurora, Colorado, United States|Genitourinary Surgical Consultants, Denver, Colorado, United States|Urology Associates of Norwalk, Norwalk, Connecticut, United States|Sunrise Medical Research, Lauderdale Lakes, Florida, United States|Bladder and Prostate Health Investigations, LLC, Miramar, Florida, United States|Renstar Medical Research, Ocala, Florida, United States|Urology Health Team, PLLC, Ocala, Florida, United States|Southeastern Research Group, Inc., Tallahassee, Florida, United States|Atlanta Medical Research Institute, Alpharetta, Georgia, United States|Northeast Indiana, Fort Wayne, Indiana, United States|Urogynecology Associates, Indianapolis, Indiana, United States|Deaconess Clinic, Inc., Newburgh, Indiana, United States|Urology of Indiana, LLC, Noblesville, Indiana, United States|Regional Urology, LLC, Shreveport, Louisiana, United States|Chesapeake Urology Research Associates, Owings Mills, Maryland, United States|Brooklyn Urology Research Group, Brooklyn, New York, United States|Accumed Research, Garden City, New York, United States|Manhattan Medical Research, New York, New York, United States|Premier Medical Group of the Hudson Valley, Newburgh, New York, United States|Advanced Urology Centers of NY A division of IMP, Plainview, New York, United States|Premier Medical Group of the Hudson Valley, Poughkeepsie, New York, United States|Associated Medical Professionals of New York, PLLC, Syracuse, New York, United States|Carolina Urology Partners, PLLC, Gastonia, North Carolina, United States|Associated Urologists of North Carolina, Raleigh, North Carolina, United States|TriState Urologic Services PSC Inc., dba The Urology Group, Cincinnati, Ohio, United States|University Hospital Case Medical Center, Cleveland, Ohio, United States|Institute of Pelvic Medicine and Reconstructive Surgery, Allentown, Pennsylvania, United States|Urologic Consultants of Southern Pennsylvania, Bala-Cynwyd, Pennsylvania, United States|Mount Nittany Medical Center Health Services, Inc. dba Mount Nittany Physician Group, State College, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Virginia Women's Center, Richmond, Virginia, United States|Virginia Urology, Richmond, Virginia, United States|Urology of Virginia, PLLC, Virginia Beach, Virginia, United States|Integrity Medical Research, LLC, Mountlake Terrace, Washington, United States|The Polyclinic, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT01945489"
467,"Female Patients With Signs of uRgE and Stress Urinary Incontinence Study of Propiverine Hydrochloride","Completed","No Results Available","Urinary Incontinence","Drug: Propiverine Hydrochloride","Shinshu University Hospital, Matsumoto, Nagano, Japan","https://ClinicalTrials.gov/show/NCT01942681"
468,"The Efficacy of Electroacupuncture for Treatment of Simple Female Stress Urinary Incontinence: Comparison With Pelvic Floor Muscle Training-a Multicenter Randomized Controlled Trial","Unknown status","No Results Available","Simple Stress Urinary Incontinence","Device: electroacupuncture group|Behavioral: pelvic floor muscle training group","Shaanxi Hospital of Traditional Chinese Medicine, Xi'an, Shaanxi, China|Tongsheng Su, Xi'an, Shaanxi, China","https://ClinicalTrials.gov/show/NCT01940432"
469,"Efficacy of Magnetic Stimulation for Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Magnetic stimulation|Device: Sham magnetic stimulation","Island Hospital, Penang, Malaysia","https://ClinicalTrials.gov/show/NCT01924728"
470,"Autologous Muscle Derived Cells for Female Urinary Sphincter Repair","Completed","No Results Available","Stress Urinary Incontinence","Biological: Roll-in: AMDC for USR|Other: Placebo|Biological: AMDC for USR|Other: Roll in: Placebo","Mayo Clinic Arizona Phoenix Campus, Phoenix, Arizona, United States|The American Association of Female Pelvic Medicine Specialists, Agoura Hills, California, United States|Ronald Reagan UCLA Medical Center, Los Angeles, California, United States|Stanford University, Stanford, California, United States|Cleveland Clinic Florida, Weston, Florida, United States|Emory University, Atlanta, Georgia, United States|NorthShore University HealthSystem, Skokie, Illinois, United States|IU Health Physicians Urogynecology, Indianapolis, Indiana, United States|Female Pelvic Medicine & Urogynecology Institute of Michigan, Grand Rapids, Michigan, United States|Mercy Health Saint Mary's Campus, Grand Rapids, Michigan, United States|William Beaumont Hospital, Royal Oak, Michigan, United States|Montefiore Medical Center, Bronx, New York, United States|NYU Urology Associates, New York, New York, United States|Premier Medical Group of the Hudson Valley PC, Poughkeepsie, New York, United States|McKay Urology, Charlotte, North Carolina, United States|The Carl and Edyth Lindner Center for Research and Education at The Christ Hospital, Cincinnati, Ohio, United States|Cleveland Clinic, Cleveland, Ohio, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States|University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Greenville Health System, Greenville, South Carolina, United States|Sanford Female Pelvic Medicine and Reconstructive Surgery Clinic, Sioux Falls, South Dakota, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Methodist Urology Associates, Houston, Texas, United States|Inova Fairfax Hospital, Falls Church, Virginia, United States|Benaroya Research Institute at Virginia Mason, Seattle, Washington, United States|University Hospital Leuven, Leuven, Belgium|Universitätsklinikum Essen, Essen, Germany|Praxisklinik Urologie Rhein-Ruhr (PUR/R), Mülheim, Germany","https://ClinicalTrials.gov/show/NCT01893138"
